,like,reply,retweet,time,username,status,tweet_link,prediction,hashtag
6313,1,4,3,2023-06-17 23:16:14,@uwillknov,1670103065050087424,https://twitter.com/@uwillknov/status/1670103065050087424,1,#JakartaFair2023
6332,0,0,0,2023-06-17 22:38:32,@akademmi,1670093578968928258,https://twitter.com/@akademmi/status/1670093578968928258,1,#JakartaFair2023
6333,0,0,0,2023-06-17 22:38:32,@akademmi,1670093578968928258,https://twitter.com/@akademmi/status/1670093578968928258,1,#zonauang
6458,0,1,1,2023-06-17 18:29:17,@alikanadh,1670030850854117379,https://twitter.com/@alikanadh/status/1670030850854117379,0,#zonauang
6459,0,1,1,2023-06-17 18:29:17,@alikanadh,1670030850854117379,https://twitter.com/@alikanadh/status/1670030850854117379,0,#pekanrayajakarta
6460,0,1,1,2023-06-17 18:29:17,@alikanadh,1670030850854117379,https://twitter.com/@alikanadh/status/1670030850854117379,0,#JakartaFair2023
6461,0,1,1,2023-06-17 18:29:17,@alikanadh,1670030850854117379,https://twitter.com/@alikanadh/status/1670030850854117379,0,#jastipprj
6474,0,0,0,2023-06-17 18:02:34,@troubme,1670024128823447553,https://twitter.com/@troubme/status/1670024128823447553,0,#zonauang
6494,0,0,0,2023-06-17 17:20:29,@TamamHarahap,1670013539849994241,https://twitter.com/@TamamHarahap/status/1670013539849994241,1,#PRJ
6596,0,1,0,2023-06-17 14:22:13,@BokunaMatata,1669968673833095170,https://twitter.com/@BokunaMatata/status/1669968673833095170,1,#JakartaFair2023
6602,0,0,0,2023-06-17 14:10:18,@shalabackup,1669965676587663361,https://twitter.com/@shalabackup/status/1669965676587663361,1,#zonauang
6611,0,0,0,2023-06-17 13:44:48,@wifimurahmalang,1669959259327725568,https://twitter.com/@wifimurahmalang/status/1669959259327725568,1,#PRJ
6612,0,0,0,2023-06-17 13:44:48,@wifimurahmalang,1669959259327725568,https://twitter.com/@wifimurahmalang/status/1669959259327725568,1,#pekanrayajakarta
6613,0,0,0,2023-06-17 13:44:48,@wifimurahmalang,1669959259327725568,https://twitter.com/@wifimurahmalang/status/1669959259327725568,1,#prj2023
6614,0,0,0,2023-06-17 13:44:48,@wifimurahmalang,1669959259327725568,https://twitter.com/@wifimurahmalang/status/1669959259327725568,1,#pekanrayajakarta2023
6662,0,1,0,2023-06-17 11:38:05,@annaDamiee,1669927368419590147,https://twitter.com/@annaDamiee/status/1669927368419590147,0,#PRJ
6663,0,1,0,2023-06-17 11:38:05,@annaDamiee,1669927368419590147,https://twitter.com/@annaDamiee/status/1669927368419590147,0,#jakarta
6664,0,1,0,2023-06-17 11:38:05,@annaDamiee,1669927368419590147,https://twitter.com/@annaDamiee/status/1669927368419590147,0,#pekanrayakajarta
6679,2,4,0,2023-06-17 10:50:23,@massmull_,1669915367622287360,https://twitter.com/@massmull_/status/1669915367622287360,0,#SeriusNanya
6680,2,4,0,2023-06-17 10:50:23,@massmull_,1669915367622287360,https://twitter.com/@massmull_/status/1669915367622287360,0,#NanyaBaikBaik
6718,0,2,0,2023-06-17 06:48:53,@alikanadh,1669854590307807232,https://twitter.com/@alikanadh/status/1669854590307807232,1,#JakartaFair2023
6719,0,2,0,2023-06-17 06:48:53,@alikanadh,1669854590307807232,https://twitter.com/@alikanadh/status/1669854590307807232,1,#PRJ
6720,0,2,0,2023-06-17 06:48:53,@alikanadh,1669854590307807232,https://twitter.com/@alikanadh/status/1669854590307807232,1,#Pekanrayajakarta
6721,0,2,0,2023-06-17 06:48:53,@alikanadh,1669854590307807232,https://twitter.com/@alikanadh/status/1669854590307807232,1,#zonauang
6745,0,0,0,2023-06-16 23:07:42,@dimzxalfa,1669738529453391872,https://twitter.com/@dimzxalfa/status/1669738529453391872,1,#jastip
6746,0,0,0,2023-06-16 23:07:42,@dimzxalfa,1669738529453391872,https://twitter.com/@dimzxalfa/status/1669738529453391872,1,#skincare
6747,0,0,0,2023-06-16 23:07:42,@dimzxalfa,1669738529453391872,https://twitter.com/@dimzxalfa/status/1669738529453391872,1,#zonauang
6767,0,0,0,2023-06-16 21:56:33,@caxysloaffff,1669720624955297793,https://twitter.com/@caxysloaffff/status/1669720624955297793,1,#event
6768,0,0,0,2023-06-16 21:56:33,@caxysloaffff,1669720624955297793,https://twitter.com/@caxysloaffff/status/1669720624955297793,1,#JakartaFair2023
6769,0,0,0,2023-06-16 21:56:33,@caxysloaffff,1669720624955297793,https://twitter.com/@caxysloaffff/status/1669720624955297793,1,#zonauang
6770,0,0,0,2023-06-16 21:56:33,@caxysloaffff,1669720624955297793,https://twitter.com/@caxysloaffff/status/1669720624955297793,1,#zonajajanᅠᅠ
6887,0,0,0,2023-06-16 12:29:07,@YulianiDevi2,1669577825391902720,https://twitter.com/@YulianiDevi2/status/1669577825391902720,1,#INFOTRANSJAKARTA
6889,0,10,0,2023-06-16 12:17:54,@ore0pieyy_,1669575002461732864,https://twitter.com/@ore0pieyy_/status/1669575002461732864,1,#zonajajan
6890,0,10,0,2023-06-16 12:17:54,@ore0pieyy_,1669575002461732864,https://twitter.com/@ore0pieyy_/status/1669575002461732864,1,#zonauang
6891,0,10,0,2023-06-16 12:17:54,@ore0pieyy_,1669575002461732864,https://twitter.com/@ore0pieyy_/status/1669575002461732864,1,#ZonaBA
6892,0,10,0,2023-06-16 12:17:54,@ore0pieyy_,1669575002461732864,https://twitter.com/@ore0pieyy_/status/1669575002461732864,1,#zonabu
6963,0,2,0,2023-06-15 22:44:14,@outsideairy,1669370236162965505,https://twitter.com/@outsideairy/status/1669370236162965505,1,#zonauang
6966,0,0,0,2023-06-15 22:31:27,@ubiungu_enak,1669367021031809024,https://twitter.com/@ubiungu_enak/status/1669367021031809024,0,#jakartafair
7022,0,0,0,2023-06-15 18:33:49,@ihugisagi,1669307218741841920,https://twitter.com/@ihugisagi/status/1669307218741841920,1,#zonauang
7032,0,0,0,2023-06-15 18:06:52,@karindys_,1669300434274762753,https://twitter.com/@karindys_/status/1669300434274762753,1,#tiketprj
7045,2,1,0,2023-06-15 17:14:13,@JakartaFairID,1669287186209046528,https://twitter.com/@JakartaFairID/status/1669287186209046528,1,#JakartaFair2023
7060,0,0,0,2023-06-15 15:23:43,@dhilalandd,1669259377893867521,https://twitter.com/@dhilalandd/status/1669259377893867521,0,#OpenJastipJakartaFair
7061,0,0,0,2023-06-15 15:23:43,@dhilalandd,1669259377893867521,https://twitter.com/@dhilalandd/status/1669259377893867521,0,#Jastip
7087,0,0,0,2023-06-15 12:45:39,@haechanhceh,1669219598670106624,https://twitter.com/@haechanhceh/status/1669219598670106624,1,#zonauang
7092,2,0,0,2023-06-15 12:15:19,@angelhere88,1669211963006783488,https://twitter.com/@angelhere88/status/1669211963006783488,0,#zonauang
7093,2,0,0,2023-06-15 12:15:19,@angelhere88,1669211963006783488,https://twitter.com/@angelhere88/status/1669211963006783488,0,#zonaBU
7099,0,1,2,2023-06-15 12:07:13,@blank_corps,1669209926621859840,https://twitter.com/@blank_corps/status/1669209926621859840,1,#Jastip
7100,0,1,2,2023-06-15 12:07:13,@blank_corps,1669209926621859840,https://twitter.com/@blank_corps/status/1669209926621859840,1,#jastipPRJ
7101,0,1,2,2023-06-15 12:07:13,@blank_corps,1669209926621859840,https://twitter.com/@blank_corps/status/1669209926621859840,1,#Pekanrayajakarta
7102,0,1,2,2023-06-15 12:07:13,@blank_corps,1669209926621859840,https://twitter.com/@blank_corps/status/1669209926621859840,1,#PRJ
7103,0,1,2,2023-06-15 12:07:13,@blank_corps,1669209926621859840,https://twitter.com/@blank_corps/status/1669209926621859840,1,#JakartaFair2023
7134,0,0,0,2023-06-15 08:33:34,@DeviWisely,1669156159717273601,https://twitter.com/@DeviWisely/status/1669156159717273601,1,#niat
7135,0,0,0,2023-06-15 08:33:34,@DeviWisely,1669156159717273601,https://twitter.com/@DeviWisely/status/1669156159717273601,1,#gaktaurealitaNanti
7138,0,0,0,2023-06-15 08:21:55,@alikanadh,1669153228406276096,https://twitter.com/@alikanadh/status/1669153228406276096,1,#Pekanrayajakarta
7139,0,0,0,2023-06-15 08:21:55,@alikanadh,1669153228406276096,https://twitter.com/@alikanadh/status/1669153228406276096,1,#JakartaFair2023
7140,0,0,0,2023-06-15 08:21:55,@alikanadh,1669153228406276096,https://twitter.com/@alikanadh/status/1669153228406276096,1,#PRJ
7166,0,0,0,2023-06-15 00:32:33,@bingbinggrae,1669035107796271104,https://twitter.com/@bingbinggrae/status/1669035107796271104,1,#jokowilovers
7198,1,1,0,2023-06-14 20:21:28,@bakpiyu,1668971918664531969,https://twitter.com/@bakpiyu/status/1668971918664531969,1,#zonauang
7277,0,0,0,2023-06-14 08:21:28,@elzfro,1668790725096644608,https://twitter.com/@elzfro/status/1668790725096644608,1,#zonauang
7364,0,0,0,2023-06-12 12:18:01,@Powlpowlan,1668125480355237888,https://twitter.com/@Powlpowlan/status/1668125480355237888,0,#nyomanpaul
7382,0,0,0,2023-06-11 23:50:10,@_dapurletter,1667937277904044033,https://twitter.com/@_dapurletter/status/1667937277904044033,1,#JakartaFair2023
7383,0,0,0,2023-06-11 23:50:10,@_dapurletter,1667937277904044033,https://twitter.com/@_dapurletter/status/1667937277904044033,1,#JFK2023
7384,0,0,0,2023-06-11 23:50:10,@_dapurletter,1667937277904044033,https://twitter.com/@_dapurletter/status/1667937277904044033,1,#SerunyaTanpaBatas
7385,0,0,0,2023-06-11 23:50:10,@_dapurletter,1667937277904044033,https://twitter.com/@_dapurletter/status/1667937277904044033,1,#JakartaFairKemayoran
7386,0,0,0,2023-06-11 23:50:10,@_dapurletter,1667937277904044033,https://twitter.com/@_dapurletter/status/1667937277904044033,1,#JFK2023
7387,0,0,0,2023-06-11 23:50:10,@_dapurletter,1667937277904044033,https://twitter.com/@_dapurletter/status/1667937277904044033,1,#Tiket
7388,0,0,0,2023-06-11 23:50:10,@_dapurletter,1667937277904044033,https://twitter.com/@_dapurletter/status/1667937277904044033,1,#AyoKitaKeJakartaFair
7461,1,1,0,2023-06-10 19:13:50,@day_olshop,1667505348318740482,https://twitter.com/@day_olshop/status/1667505348318740482,1,#zonauang
7462,1,1,0,2023-06-10 19:13:50,@day_olshop,1667505348318740482,https://twitter.com/@day_olshop/status/1667505348318740482,1,#zonajajan
7593,0,0,0,2023-06-08 08:41:02,@BVOICE_RADIO,1666621324629004290,https://twitter.com/@BVOICE_RADIO/status/1666621324629004290,0,#MorningVoice
7616,0,0,0,2023-06-06 10:10:45,@monggimongss,1665919124210581505,https://twitter.com/@monggimongss/status/1665919124210581505,1,#JFK2023
7617,0,0,0,2023-06-06 10:10:45,@monggimongss,1665919124210581505,https://twitter.com/@monggimongss/status/1665919124210581505,1,#JakartaFair
7628,1,0,0,2023-06-05 14:35:00,@JakartaFairID,1665623236862779392,https://twitter.com/@JakartaFairID/status/1665623236862779392,1,#JFK2023
7629,1,0,0,2023-06-05 14:35:00,@JakartaFairID,1665623236862779392,https://twitter.com/@JakartaFairID/status/1665623236862779392,1,#JakartaFair2023
7630,1,0,0,2023-06-05 14:35:00,@JakartaFairID,1665623236862779392,https://twitter.com/@JakartaFairID/status/1665623236862779392,1,#JakartaFair
7631,4,0,2,2023-06-05 14:30:51,@JakartaFairID,1665622192070230016,https://twitter.com/@JakartaFairID/status/1665622192070230016,1,#JFK2023
7632,4,0,2,2023-06-05 14:30:51,@JakartaFairID,1665622192070230016,https://twitter.com/@JakartaFairID/status/1665622192070230016,1,#JakartaFair
7633,4,0,2,2023-06-05 14:30:51,@JakartaFairID,1665622192070230016,https://twitter.com/@JakartaFairID/status/1665622192070230016,1,#JakartaFair2023
7691,0,0,0,2023-05-29 22:54:34,@vinny_aryani,1663212242475823107,https://twitter.com/@vinny_aryani/status/1663212242475823107,1,#prj
7692,0,0,0,2023-05-29 22:52:34,@vinny_aryani,1663211742200209409,https://twitter.com/@vinny_aryani/status/1663211742200209409,1,#prj
7700,0,0,0,2023-05-29 16:39:36,@Hafidzfaisal_,1663117881624903680,https://twitter.com/@Hafidzfaisal_/status/1663117881624903680,1,#Jakarta
7719,0,0,0,2023-05-27 03:22:53,@sdkynss,1662192604950274048,https://twitter.com/@sdkynss/status/1662192604950274048,1,#opside
7730,1,1,0,2023-05-25 23:59:22,@Danz_vino,1661778997636911104,https://twitter.com/@Danz_vino/status/1661778997636911104,1,#eventprj
7731,1,1,0,2023-05-25 23:59:22,@Danz_vino,1661778997636911104,https://twitter.com/@Danz_vino/status/1661778997636911104,1,#SPG
7732,1,1,0,2023-05-25 23:59:22,@Danz_vino,1661778997636911104,https://twitter.com/@Danz_vino/status/1661778997636911104,1,#loker
7751,0,1,0,2023-05-24 05:41:12,@taauraaa,1661140250889166850,https://twitter.com/@taauraaa/status/1661140250889166850,1,#lokerspg
7752,0,1,0,2023-05-24 05:41:12,@taauraaa,1661140250889166850,https://twitter.com/@taauraaa/status/1661140250889166850,1,#spgevent
7801,0,0,0,2023-05-17 00:04:10,@gataubagusnyapa,1658518715410051072,https://twitter.com/@gataubagusnyapa/status/1658518715410051072,1,#lowonganprj
7802,0,0,0,2023-05-17 00:04:10,@gataubagusnyapa,1658518715410051072,https://twitter.com/@gataubagusnyapa/status/1658518715410051072,1,#spgprj
7803,0,0,0,2023-05-17 00:04:10,@gataubagusnyapa,1658518715410051072,https://twitter.com/@gataubagusnyapa/status/1658518715410051072,1,#lowongankerja
7807,4,0,0,2023-05-16 19:39:07,@onlyboss1111,1658452014643249153,https://twitter.com/@onlyboss1111/status/1658452014643249153,1,#bbvipal
7814,0,1,0,2023-05-16 02:07:53,@sexisstence,1658187464052445184,https://twitter.com/@sexisstence/status/1658187464052445184,1,#lokerprj
7815,0,1,0,2023-05-16 02:07:53,@sexisstence,1658187464052445184,https://twitter.com/@sexisstence/status/1658187464052445184,1,#prj
7816,0,1,0,2023-05-16 02:07:53,@sexisstence,1658187464052445184,https://twitter.com/@sexisstence/status/1658187464052445184,1,#javajazz
7830,0,0,0,2023-05-12 21:57:01,@fukinros301,1657037165325328385,https://twitter.com/@fukinros301/status/1657037165325328385,0,#wickedmoai
7875,0,1,0,2023-04-27 13:30:02,@abdularea,1651473761441562624,https://twitter.com/@abdularea/status/1651473761441562624,1,#BerkontenRiaBersamaIndiHome
7876,0,1,0,2023-04-27 13:30:02,@abdularea,1651473761441562624,https://twitter.com/@abdularea/status/1651473761441562624,1,#AktivitasTanpaBatas
7877,0,1,0,2023-04-27 13:30:02,@abdularea,1651473761441562624,https://twitter.com/@abdularea/status/1651473761441562624,1,#InternetnyaIndonesia
7879,0,3,0,2023-04-26 09:00:16,@missingneeson,1651043485527724034,https://twitter.com/@missingneeson/status/1651043485527724034,1,#JakartaFair
7880,0,3,0,2023-04-26 09:00:16,@missingneeson,1651043485527724034,https://twitter.com/@missingneeson/status/1651043485527724034,1,#PRJ
7883,0,0,0,2023-04-23 20:25:15,@majid34171051,1650128701663657988,https://twitter.com/@majid34171051/status/1650128701663657988,0,#SUI
7884,0,0,0,2023-04-23 20:25:15,@majid34171051,1650128701663657988,https://twitter.com/@majid34171051/status/1650128701663657988,0,#SUINetwork
7885,0,0,0,2023-04-23 20:25:15,@majid34171051,1650128701663657988,https://twitter.com/@majid34171051/status/1650128701663657988,0,#SUINAMI
7886,0,0,0,2023-04-23 20:25:15,@majid34171051,1650128701663657988,https://twitter.com/@majid34171051/status/1650128701663657988,0,#SuiEcosystem
7892,0,0,0,2023-04-19 21:37:16,@loirejfy_,1648697277098377216,https://twitter.com/@loirejfy_/status/1648697277098377216,1,#infoloker
7893,0,0,0,2023-04-19 21:37:16,@loirejfy_,1648697277098377216,https://twitter.com/@loirejfy_/status/1648697277098377216,1,#prj
7902,3,2,0,2023-04-12 00:34:02,@Marceli40692135,1645842655669284864,https://twitter.com/@Marceli40692135/status/1645842655669284864,1,#spg
7903,3,2,0,2023-04-12 00:34:02,@Marceli40692135,1645842655669284864,https://twitter.com/@Marceli40692135/status/1645842655669284864,1,#spgprj
7904,3,2,0,2023-04-12 00:34:02,@Marceli40692135,1645842655669284864,https://twitter.com/@Marceli40692135/status/1645842655669284864,1,#spgprj2023
7905,3,2,0,2023-04-12 00:34:02,@Marceli40692135,1645842655669284864,https://twitter.com/@Marceli40692135/status/1645842655669284864,1,#Loker
7906,3,2,0,2023-04-12 00:34:02,@Marceli40692135,1645842655669284864,https://twitter.com/@Marceli40692135/status/1645842655669284864,1,#InfoLoker
7909,5,0,0,2023-04-11 10:28:15,@JakartaFairID,1645629808729272320,https://twitter.com/@JakartaFairID/status/1645629808729272320,1,#loker
7920,0,1,0,2023-04-06 10:30:03,@iniaku_jessniel,1643818324873342979,https://twitter.com/@iniaku_jessniel/status/1643818324873342979,1,#prj
7921,0,1,0,2023-04-06 10:30:03,@iniaku_jessniel,1643818324873342979,https://twitter.com/@iniaku_jessniel/status/1643818324873342979,1,#SPG
7922,0,1,0,2023-04-06 10:30:03,@iniaku_jessniel,1643818324873342979,https://twitter.com/@iniaku_jessniel/status/1643818324873342979,1,#jakartafair
7932,1,0,0,2023-04-03 15:09:49,@bibibaebee,1642801563914862593,https://twitter.com/@bibibaebee/status/1642801563914862593,1,#zonauang
7933,1,0,0,2023-04-03 15:09:49,@bibibaebee,1642801563914862593,https://twitter.com/@bibibaebee/status/1642801563914862593,1,#zonaBU
7960,7,0,0,2023-04-01 10:15:47,@valiant_tm,1642002791316226049,https://twitter.com/@valiant_tm/status/1642002791316226049,0,#partyradiojapan
7981,0,0,0,2023-03-27 23:34:54,@bypeaker,1640391960094466048,https://twitter.com/@bypeaker/status/1640391960094466048,0,#QuaiNetwork
7985,6,2,0,2023-03-26 17:26:05,·,1639936756404346880,https://twitter.com/·/status/1639936756404346880,1,#bbvipal
8019,0,0,0,2023-03-19 10:52:11,@Kzibeom,1637300910497071106,https://twitter.com/@Kzibeom/status/1637300910497071106,0,#twitterask
8020,0,0,0,2023-03-19 10:52:11,@Kzibeom,1637300910497071106,https://twitter.com/@Kzibeom/status/1637300910497071106,0,#prj
8054,0,0,0,2023-06-06 15:59:55,@JakartaFairID,1666006995487563781,https://twitter.com/@JakartaFairID/status/1666006995487563781,1,#JFK2023
8055,0,0,0,2023-06-06 15:59:55,@JakartaFairID,1666006995487563781,https://twitter.com/@JakartaFairID/status/1666006995487563781,1,#JakartaFair
8056,0,0,1,2023-06-05 17:34:02,@JakartaFairID,1665668292298809344,https://twitter.com/@JakartaFairID/status/1665668292298809344,1,#JFK2023
8057,0,0,1,2023-06-05 17:34:02,@JakartaFairID,1665668292298809344,https://twitter.com/@JakartaFairID/status/1665668292298809344,1,#JakartaFair
8058,1,1,2,2023-06-05 15:02:49,@JakartaFairID,1665630240628981760,https://twitter.com/@JakartaFairID/status/1665630240628981760,0,#JakartaFair
8059,1,1,2,2023-06-05 15:02:49,@JakartaFairID,1665630240628981760,https://twitter.com/@JakartaFairID/status/1665630240628981760,0,#JFK2023
8060,1,0,0,2023-06-05 14:47:05,@JakartaFairID,1665626280316772352,https://twitter.com/@JakartaFairID/status/1665626280316772352,1,#JFK2023
8061,1,0,0,2023-06-05 14:47:05,@JakartaFairID,1665626280316772352,https://twitter.com/@JakartaFairID/status/1665626280316772352,1,#JakartaFair
8062,1,0,0,2023-06-05 14:43:20,@JakartaFairID,1665625333670739968,https://twitter.com/@JakartaFairID/status/1665625333670739968,0,#JakartaFair
8063,1,0,0,2023-06-05 14:43:20,@JakartaFairID,1665625333670739968,https://twitter.com/@JakartaFairID/status/1665625333670739968,0,#JFK2023
8064,0,0,0,2023-07-09 10:13:21,@JakartaFairID,1677878579579985921,https://twitter.com/@JakartaFairID/status/1677878579579985921,0,#JakartaFair2023
8065,1,0,0,2023-07-08 23:15:17,@JakartaFairID,1677712972796538880,https://twitter.com/@JakartaFairID/status/1677712972796538880,0,#JakartaFair2023
8066,0,0,0,2023-07-08 19:16:47,@Miadwrhmwt,1677652952138526722,https://twitter.com/@Miadwrhmwt/status/1677652952138526722,1,#JakartaFair2023
8067,0,0,0,2023-07-08 19:16:47,@Miadwrhmwt,1677652952138526722,https://twitter.com/@Miadwrhmwt/status/1677652952138526722,1,#prj
8068,0,0,0,2023-07-08 19:06:17,@JakartaFairID,1677650307420147713,https://twitter.com/@JakartaFairID/status/1677650307420147713,0,#JakartaFair2023
8069,0,1,0,2023-07-08 18:53:03,@JakartaFairID,1677646980120707072,https://twitter.com/@JakartaFairID/status/1677646980120707072,0,#JakartaFair2023
8070,0,1,0,2023-07-08 18:35:24,@JakartaFairID,1677642536238870529,https://twitter.com/@JakartaFairID/status/1677642536238870529,0,#JakartaFair2023
8071,0,0,0,2023-07-07 22:53:39,@istiitsispider,1677345139088584705,https://twitter.com/@istiitsispider/status/1677345139088584705,1,#JKT48
8072,0,0,0,2023-07-07 22:53:39,@istiitsispider,1677345139088584705,https://twitter.com/@istiitsispider/status/1677345139088584705,1,#JakartaFair2023
8073,6,1,3,2023-06-30 00:01:34,@viiaa23,1674463130007773184,https://twitter.com/@viiaa23/status/1674463130007773184,1,#JakartaFair2023
8074,6,1,3,2023-06-30 00:01:34,@viiaa23,1674463130007773184,https://twitter.com/@viiaa23/status/1674463130007773184,1,#surabaya
8075,6,1,3,2023-06-30 00:01:34,@viiaa23,1674463130007773184,https://twitter.com/@viiaa23/status/1674463130007773184,1,#JogjaBO
8076,6,1,3,2023-06-30 00:01:34,@viiaa23,1674463130007773184,https://twitter.com/@viiaa23/status/1674463130007773184,1,#madiun
8077,0,1,0,2023-06-28 17:39:10,@JakartaFairID,1674004507083309056,https://twitter.com/@JakartaFairID/status/1674004507083309056,0,#JakartaFair2023
8078,0,0,0,2023-06-28 16:09:47,@JakartaFairID,1673982012271763458,https://twitter.com/@JakartaFairID/status/1673982012271763458,1,#JakartaFair2023
8079,0,0,0,2023-06-28 16:09:47,@JakartaFairID,1673982012271763458,https://twitter.com/@JakartaFairID/status/1673982012271763458,1,#JakartaFair
8080,2,1,1,2023-06-28 11:09:06,@JakartaFairID,1673906343856730112,https://twitter.com/@JakartaFairID/status/1673906343856730112,0,#JakartaFair2023
8081,0,0,0,2023-06-28 06:11:05,@JakartaFairID,1673831346551296001,https://twitter.com/@JakartaFairID/status/1673831346551296001,1,#JakartaFair2023
8082,0,0,0,2023-06-28 06:11:05,@JakartaFairID,1673831346551296001,https://twitter.com/@JakartaFairID/status/1673831346551296001,1,#JakartaFair
8083,0,0,0,2023-06-27 18:42:51,@JakartaFairID,1673658145422336002,https://twitter.com/@JakartaFairID/status/1673658145422336002,0,#JakartaFair2023
8084,0,1,0,2023-06-27 01:53:29,@JakartaFairID,1673404130793242624,https://twitter.com/@JakartaFairID/status/1673404130793242624,1,#JakartaFair2023
8085,0,1,0,2023-06-26 18:31:16,@JakartaFairID,1673292843258089472,https://twitter.com/@JakartaFairID/status/1673292843258089472,1,#JakartaFair2023
8086,0,1,0,2023-06-26 17:19:02,@JakartaFairID,1673274662791553025,https://twitter.com/@JakartaFairID/status/1673274662791553025,1,#JakartaFair2023
8087,1,2,0,2023-06-26 14:03:25,@JakartaFairID,1673225434388131840,https://twitter.com/@JakartaFairID/status/1673225434388131840,0,#JakartaFair2023
8088,1,2,0,2023-06-26 14:03:25,@JakartaFairID,1673225434388131840,https://twitter.com/@JakartaFairID/status/1673225434388131840,0,#JakartaFair
8089,0,0,0,2023-06-25 19:15:08,·,1672941492531523588,https://twitter.com/·/status/1672941492531523588,1,#jakartafair
8090,0,0,0,2023-06-25 19:15:08,·,1672941492531523588,https://twitter.com/·/status/1672941492531523588,1,#jakartafair2023
8091,0,0,0,2023-06-25 19:15:08,·,1672941492531523588,https://twitter.com/·/status/1672941492531523588,1,#army
8092,0,0,0,2023-06-25 19:15:08,·,1672941492531523588,https://twitter.com/·/status/1672941492531523588,1,#indomy
8093,0,0,0,2023-06-25 19:15:08,·,1672941492531523588,https://twitter.com/·/status/1672941492531523588,1,#doyourmagictwitter
8094,1,0,0,2023-06-25 14:19:43,@JakartaFairID,1672867148627316737,https://twitter.com/@JakartaFairID/status/1672867148627316737,0,#JakartaFair2023
8095,0,1,0,2023-06-25 14:16:02,@JakartaFairID,1672866224198553602,https://twitter.com/@JakartaFairID/status/1672866224198553602,1,#JakartaFair2023
8096,0,2,0,2023-06-25 11:35:09,@JakartaFairID,1672825736145809409,https://twitter.com/@JakartaFairID/status/1672825736145809409,1,#JakartaFair2023
8097,0,0,0,2023-06-24 14:29:47,@JakartaFairID,1672507295199281152,https://twitter.com/@JakartaFairID/status/1672507295199281152,1,#JakartaFair2023
8098,0,0,1,2023-06-24 11:14:02,@JakartaFairID,1672458033635672064,https://twitter.com/@JakartaFairID/status/1672458033635672064,1,#JakartaFair2023
8099,1,1,1,2023-06-24 09:06:22,@JakartaFairID,1672425905669672962,https://twitter.com/@JakartaFairID/status/1672425905669672962,1,#JakartaFair
8100,1,1,1,2023-06-24 09:06:22,@JakartaFairID,1672425905669672962,https://twitter.com/@JakartaFairID/status/1672425905669672962,1,#JakartaFair2023
8101,0,0,0,2023-06-23 21:28:12,@JakartaFairID,1672250205390131201,https://twitter.com/@JakartaFairID/status/1672250205390131201,1,#JakartaFair2023
8102,0,1,0,2023-06-23 18:00:35,@JakartaFairID,1672197956508991489,https://twitter.com/@JakartaFairID/status/1672197956508991489,1,#JakartaFair2023
8103,0,0,0,2023-06-23 17:22:17,@JakartaFairID,1672188320116539395,https://twitter.com/@JakartaFairID/status/1672188320116539395,0,#JakartaFair2023
8104,0,1,0,2023-06-23 16:57:09,@JakartaFairID,1672181991788408832,https://twitter.com/@JakartaFairID/status/1672181991788408832,1,#JakartaFair2023
8105,0,0,0,2023-06-23 16:34:21,@JakartaFairID,1672176254538371072,https://twitter.com/@JakartaFairID/status/1672176254538371072,1,#JakartaFair2023
8106,1,0,0,2023-06-23 13:13:09,@JakartaFairID,1672125620531372032,https://twitter.com/@JakartaFairID/status/1672125620531372032,0,#JakartaFair2023
8107,0,3,0,2023-06-23 09:01:43,@JakartaFairID,1672062345621934080,https://twitter.com/@JakartaFairID/status/1672062345621934080,1,#JakartaFair2023
8108,0,1,0,2023-06-23 08:54:01,@JakartaFairID,1672060410248192002,https://twitter.com/@JakartaFairID/status/1672060410248192002,1,#JumatBerkah
8109,0,1,0,2023-06-23 08:54:01,@JakartaFairID,1672060410248192002,https://twitter.com/@JakartaFairID/status/1672060410248192002,1,#JakartaFair2023
8110,0,0,0,2023-06-22 13:46:21,@FitFerry,1671771590621794307,https://twitter.com/@FitFerry/status/1671771590621794307,0,#Jakarta496
8111,0,0,0,2023-06-22 13:46:21,@FitFerry,1671771590621794307,https://twitter.com/@FitFerry/status/1671771590621794307,0,#SemangaTJakarta
8112,0,0,0,2023-06-22 13:46:21,@FitFerry,1671771590621794307,https://twitter.com/@FitFerry/status/1671771590621794307,0,#JakartaFair2023
8113,0,0,0,2023-06-22 13:46:21,@FitFerry,1671771590621794307,https://twitter.com/@FitFerry/status/1671771590621794307,0,#HUTJakarta496
8114,0,0,0,2023-06-22 13:46:21,@FitFerry,1671771590621794307,https://twitter.com/@FitFerry/status/1671771590621794307,0,#HUTDKIJakarta
8115,0,0,0,2023-06-21 20:03:10,@JakartaFairID,1671504028449263617,https://twitter.com/@JakartaFairID/status/1671504028449263617,0,#JakartaFair2023
8116,0,1,0,2023-06-21 18:47:44,@JakartaFairID,1671485046690287617,https://twitter.com/@JakartaFairID/status/1671485046690287617,0,#JakartaFair2023
8117,0,1,0,2023-06-21 17:35:42,@JakartaFairID,1671466918514130946,https://twitter.com/@JakartaFairID/status/1671466918514130946,1,#JakartaFair2023
8118,0,1,0,2023-06-21 09:25:50,@JakartaFairID,1671343638151069696,https://twitter.com/@JakartaFairID/status/1671343638151069696,1,#JakartaFair2023
