,like,reply,retweet,time,username,clean,prediction
25289,0,0,0,2023-06-30 22:10:58,·,kagak,1
25290,0,0,0,2023-06-30 22:10:58,·,pernah,1
25291,0,0,0,2023-06-30 22:10:58,·,olahraga,1
25292,0,0,0,2023-06-30 22:10:58,·,asa,1
25293,0,0,0,2023-06-30 22:10:58,·,banget,1
25295,0,0,0,2023-06-30 22:10:58,·,betis,1
25296,0,0,0,2023-06-30 22:10:58,·,sama,1
25297,0,0,0,2023-06-30 22:10:58,·,paha,1
25299,0,0,0,2023-06-30 22:02:15,@urfavsboys,ngaada,1
25301,0,0,0,2023-06-30 22:02:15,@urfavsboys,mau,1
25302,0,0,0,2023-06-30 22:02:15,@urfavsboys,ketemu,1
25304,0,0,0,2023-06-30 22:02:15,@urfavsboys,prj,1
25305,0,0,0,2023-06-30 22:02:15,@urfavsboys,apa,1
25306,0,1,0,2023-06-30 21:58:05,@candybubblegumy,besok,1
25307,0,1,0,2023-06-30 21:58:05,@candybubblegumy,sabtu,1
25309,0,1,0,2023-06-30 21:58:05,@candybubblegumy,mau,1
25311,0,1,0,2023-06-30 21:58:05,@candybubblegumy,prj,1
25313,0,1,0,2023-06-30 21:58:05,@candybubblegumy,mau,1
25314,0,1,0,2023-06-30 21:58:05,@candybubblegumy,buka,1
25315,0,1,0,2023-06-30 21:58:05,@candybubblegumy,jastip,1
25319,0,1,0,2023-06-30 21:58:05,@candybubblegumy,mau,1
25320,0,1,0,2023-06-30 21:58:05,@candybubblegumy,nitip,1
25321,0,0,0,2023-06-30 21:57:54,@didwjddls0802,mau,1
25323,0,0,0,2023-06-30 21:57:54,@didwjddls0802,prj,1
25324,0,0,0,2023-06-30 21:57:54,@didwjddls0802,langsung,1
25327,0,0,0,2023-06-30 21:57:54,@didwjddls0802,cape,1
25328,0,0,0,2023-06-30 21:57:54,@didwjddls0802,banget,1
25329,0,0,0,2023-06-30 21:57:54,@didwjddls0802,lihat,1
25330,0,0,0,2023-06-30 21:57:54,@didwjddls0802,promonya,1
25332,0,1,0,2023-06-30 21:57:18,@dhavrkp,allah,1
25333,0,1,0,2023-06-30 21:57:18,@dhavrkp,prj,1
25334,0,1,0,2023-06-30 21:57:18,@dhavrkp,penuh,1
25335,0,1,0,2023-06-30 21:57:18,@dhavrkp,banget,1
25336,0,1,0,2023-06-30 21:57:18,@dhavrkp,kemarin,1
25337,0,0,0,2023-06-30 21:55:25,@doyxinhogii,mingdep,1
25339,0,0,0,2023-06-30 21:55:25,@doyxinhogii,prj,1
25340,0,0,0,2023-06-30 21:55:25,@doyxinhogii,yuhuu,1
25342,0,0,0,2023-06-30 21:55:25,@doyxinhogii,mau,1
25343,0,0,0,2023-06-30 21:55:25,@doyxinhogii,meet,1
25344,0,0,0,2023-06-30 21:55:25,@doyxinhogii,sama,1
25346,0,0,0,2023-06-30 21:55:25,@doyxinhogii,sapa,1
25349,0,0,0,2023-06-30 21:55:25,@doyxinhogii,ku,1
25350,0,0,0,2023-06-30 21:55:25,@doyxinhogii,bawa,1
25351,0,0,0,2023-06-30 21:55:25,@doyxinhogii,jalil,1
25352,0,0,0,2023-06-30 21:55:25,@doyxinhogii,soal,1
25353,0,0,0,2023-06-30 21:55:25,@doyxinhogii,nya,1
25354,0,0,0,2023-06-30 21:55:25,@doyxinhogii,wkwkw,1
25355,0,0,0,2023-06-30 21:54:01,@marethaz,dulu,1
25356,0,0,0,2023-06-30 21:54:01,@marethaz,waktu,1
25359,0,0,0,2023-06-30 21:54:01,@marethaz,tiktok,1
25361,0,0,0,2023-06-30 21:54:01,@marethaz,prj,1
25362,0,0,0,2023-06-30 21:54:01,@marethaz,enggak,1
25363,0,0,0,2023-06-30 21:54:01,@marethaz,serame,1
25365,0,0,0,2023-06-30 21:54:01,@marethaz,deh,1
25366,0,0,0,2023-06-30 21:54:01,@marethaz,orang,1
25367,0,0,0,2023-06-30 21:54:01,@marethaz,orang,1
25369,0,0,0,2023-06-30 21:54:01,@marethaz,enggak,1
25371,0,0,0,2023-06-30 21:54:01,@marethaz,brutal,1
25372,0,0,0,2023-06-30 21:54:01,@marethaz,nyerbu,1
25373,0,0,0,2023-06-30 21:54:01,@marethaz,diskon,1
25374,0,0,0,2023-06-30 21:53:21,@speciall1044,minggu,1
25377,0,0,0,2023-06-30 21:53:21,@speciall1044,curug,1
25378,0,0,0,2023-06-30 21:53:21,@speciall1044,minggu,1
25380,0,0,0,2023-06-30 21:53:21,@speciall1044,keliling,1
25381,0,0,0,2023-06-30 21:53:21,@speciall1044,jakarta,1
25382,0,0,0,2023-06-30 21:53:21,@speciall1044,minggu,1
25385,0,0,0,2023-06-30 21:53:21,@speciall1044,jogja,1
25386,0,0,0,2023-06-30 21:53:21,@speciall1044,solo,1
25387,0,0,0,2023-06-30 21:53:21,@speciall1044,minggu,1
25390,0,0,0,2023-06-30 21:53:21,@speciall1044,prj,1
25391,0,0,0,2023-06-30 21:53:21,@speciall1044,super,1
25392,0,0,0,2023-06-30 21:53:21,@speciall1044,duperr,1
25393,0,0,0,2023-06-30 21:53:21,@speciall1044,cape,1
25394,0,0,0,2023-06-30 21:53:21,@speciall1044,sela,1
25395,0,0,0,2023-06-30 21:53:21,@speciall1044,sela,1
25396,0,0,0,2023-06-30 21:53:21,@speciall1044,weekday,1
25399,0,0,0,2023-06-30 21:53:21,@speciall1044,ulang,1
25401,0,0,0,2023-06-30 21:53:21,@speciall1044,input,1
25402,0,0,0,2023-06-30 21:53:21,@speciall1044,nilai,1
25403,0,0,0,2023-06-30 21:53:21,@speciall1044,tiris,1
25406,0,0,0,2023-06-30 21:53:21,@speciall1044,kantongg,1
25409,0,4,0,2023-06-30 21:49:31,@khairuninisss,open,1
25410,0,4,0,2023-06-30 21:49:31,@khairuninisss,jastip,1
25411,0,4,0,2023-06-30 21:49:31,@khairuninisss,cokro,1
25412,0,4,0,2023-06-30 21:49:31,@khairuninisss,bluder,1
25414,0,4,0,2023-06-30 21:49:31,@khairuninisss,prj,1
25415,0,4,0,2023-06-30 21:49:31,@khairuninisss,buat,1
25416,0,4,0,2023-06-30 21:49:31,@khairuninisss,daerah,1
25417,0,4,0,2023-06-30 21:49:31,@khairuninisss,bekas,1
25418,0,4,0,2023-06-30 21:49:31,@khairuninisss,enggak,1
25419,0,4,0,2023-06-30 21:49:31,@khairuninisss,iya,1
25420,0,0,0,2023-06-30 21:44:47,@Arielle_06_,deh,1
25421,0,0,0,2023-06-30 21:44:47,@Arielle_06_,berapa,1
25422,0,0,0,2023-06-30 21:44:47,@Arielle_06_,tahun,1
25423,0,0,0,2023-06-30 21:44:47,@Arielle_06_,iya,1
25424,0,0,0,2023-06-30 21:44:47,@Arielle_06_,enggak,1
25426,0,0,0,2023-06-30 21:44:47,@Arielle_06_,prj,1
25427,0,1,0,2023-06-30 21:39:02,@freakintrash,mau,0
25428,0,1,0,2023-06-30 21:39:02,@freakintrash,tonton,0
25429,0,1,0,2023-06-30 21:39:02,@freakintrash,guyonwaton,0
25430,0,1,0,2023-06-30 21:39:02,@freakintrash,hari,0
25431,0,1,0,2023-06-30 21:39:02,@freakintrash,minggu,0
25433,0,1,0,2023-06-30 21:39:02,@freakintrash,prj,0
25434,0,1,0,2023-06-30 21:39:02,@freakintrash,pliz,0
25436,3,1,0,2023-06-30 21:31:04,@fabulousvolvo,akhir,1
25437,3,1,0,2023-06-30 21:31:04,@fabulousvolvo,juni,1
25443,3,1,0,2023-06-30 21:31:04,@fabulousvolvo,ngajakin,1
25444,3,1,0,2023-06-30 21:31:04,@fabulousvolvo,aku,1
25446,3,1,0,2023-06-30 21:31:04,@fabulousvolvo,jakarta,1
25447,3,1,0,2023-06-30 21:31:04,@fabulousvolvo,fair,1
25449,0,0,0,2023-06-30 21:30:36,@mykyuuimsiyu,mau,1
25451,0,0,0,2023-06-30 21:30:36,@mykyuuimsiyu,prj,1
25452,0,0,0,2023-06-30 21:30:36,@mykyuuimsiyu,ih,1
25454,0,0,0,2023-06-30 21:30:36,@mykyuuimsiyu,pas,1
25455,0,0,0,2023-06-30 21:30:36,@mykyuuimsiyu,sepi,1
25457,0,0,0,2023-06-30 21:30:36,@mykyuuimsiyu,kapan,1
25458,0,0,0,2023-06-30 21:30:36,@mykyuuimsiyu,iya,1
25459,0,1,0,2023-06-30 21:27:31,@RezaArinanda48,wah,1
25460,0,1,0,2023-06-30 21:27:31,@RezaArinanda48,tanggal,1
25461,0,1,0,2023-06-30 21:27:31,@RezaArinanda48,event,1
25462,0,1,0,2023-06-30 21:27:31,@RezaArinanda48,aziz,1
25463,0,1,0,2023-06-30 21:27:31,@RezaArinanda48,bareng,1
25464,0,1,0,2023-06-30 21:27:31,@RezaArinanda48,niveaman,1
25466,0,1,0,2023-06-30 21:27:31,@RezaArinanda48,bandung,1
25467,0,1,0,2023-06-30 21:27:31,@RezaArinanda48,iya,1
25469,0,1,0,2023-06-30 21:27:31,@RezaArinanda48,sekip,1
25471,0,1,0,2023-06-30 21:27:31,@RezaArinanda48,kapar,1
25472,0,1,0,2023-06-30 21:27:31,@RezaArinanda48,efek,1
25474,0,1,0,2023-06-30 21:27:31,@RezaArinanda48,prj,1
25476,0,1,0,2023-06-30 21:27:31,@RezaArinanda48,tanggal,1
25478,0,1,0,2023-06-30 21:27:31,@RezaArinanda48,wkwkwkwk,1
25479,1,0,0,2023-06-30 21:26:39,@svarkive,mau,1
25480,1,0,0,2023-06-30 21:26:39,@svarkive,ketemu,1
25481,1,0,0,2023-06-30 21:26:39,@svarkive,nicholas,1
25482,1,0,0,2023-06-30 21:26:39,@svarkive,saputra,1
25484,1,0,0,2023-06-30 21:26:39,@svarkive,prj,1
25486,1,0,0,2023-06-30 21:26:39,@svarkive,enggak,1
25488,1,0,0,2023-06-30 21:26:39,@svarkive,teman,1
25489,0,0,0,2023-06-30 21:25:50,@piperiiinn,kok,1
25490,0,0,0,2023-06-30 21:25:50,@piperiiinn,enggak,1
25491,0,0,0,2023-06-30 21:25:50,@piperiiinn,ketemu,1
25492,0,0,0,2023-06-30 21:25:50,@piperiiinn,mawik,1
25493,0,0,0,2023-06-30 21:25:50,@piperiiinn,anjism,1
25494,0,0,0,2023-06-30 21:25:50,@piperiiinn,sama,1
25496,0,0,0,2023-06-30 21:25:50,@piperiiinn,prj,1
25497,0,0,1,2023-06-30 21:15:25,@anandaanisar,gila,1
25498,0,0,1,2023-06-30 21:15:25,@anandaanisar,sih,1
25500,0,0,1,2023-06-30 21:15:25,@anandaanisar,untun,1
25501,0,0,1,2023-06-30 21:15:25,@anandaanisar,begini,1
25502,0,0,1,2023-06-30 21:15:25,@anandaanisar,deh,1
25504,0,0,1,2023-06-30 21:15:25,@anandaanisar,aku,1
25505,0,0,1,2023-06-30 21:15:25,@anandaanisar,suka,1
25506,0,0,1,2023-06-30 21:15:25,@anandaanisar,stand,1
25507,0,0,1,2023-06-30 21:15:25,@anandaanisar,up,1
25508,0,0,1,2023-06-30 21:15:25,@anandaanisar,show,1
25509,0,0,1,2023-06-30 21:15:25,@anandaanisar,raditya,1
25510,0,0,1,2023-06-30 21:15:25,@anandaanisar,dika,1
25511,0,0,1,2023-06-30 21:15:25,@anandaanisar,konser,1
25512,0,0,1,2023-06-30 21:15:25,@anandaanisar,tunggal,1
25513,0,0,1,2023-06-30 21:15:25,@anandaanisar,fiersa,1
25514,0,0,1,2023-06-30 21:15:25,@anandaanisar,besar,1
25515,0,0,1,2023-06-30 21:15:25,@anandaanisar,exhibition,1
25516,0,0,1,2023-06-30 21:15:25,@anandaanisar,shingeki,1
25517,0,0,1,2023-06-30 21:15:25,@anandaanisar,no,1
25518,0,0,1,2023-06-30 21:15:25,@anandaanisar,kyojin,1
25519,0,0,1,2023-06-30 21:15:25,@anandaanisar,aku,1
25521,0,0,1,2023-06-30 21:15:25,@anandaanisar,skip,1
25522,0,0,1,2023-06-30 21:15:25,@anandaanisar,prj,1
25525,0,0,1,2023-06-30 21:15:25,@anandaanisar,bakal,1
25526,0,0,1,2023-06-30 21:15:25,@anandaanisar,tonton,1
25527,0,0,1,2023-06-30 21:15:25,@anandaanisar,dzawin,1
25529,0,0,1,2023-06-30 21:15:25,@anandaanisar,butuh,1
25530,0,0,1,2023-06-30 21:15:25,@anandaanisar,uang,1
25531,0,0,1,2023-06-30 21:15:25,@anandaanisar,minimal,1
25532,0,0,1,2023-06-30 21:15:25,@anandaanisar,lipat,1
25534,0,0,1,2023-06-30 21:15:25,@anandaanisar,gaji,1
25535,0,0,1,2023-06-30 21:15:25,@anandaanisar,bulan,1
25536,0,0,1,2023-06-30 21:15:25,@anandaanisar,aku,1
25537,0,0,1,2023-06-30 21:15:25,@anandaanisar,deh,1
25539,0,0,1,2023-06-30 21:15:25,@anandaanisar,tetap,1
25541,0,0,1,2023-06-30 21:15:25,@anandaanisar,nabung,1
25544,2,1,0,2023-06-30 21:13:27,@awrinnnnn,prj,1
25545,2,1,0,2023-06-30 21:13:27,@awrinnnnn,cuma,1
25546,2,1,0,2023-06-30 21:13:27,@awrinnnnn,bentar,1
25547,2,1,0,2023-06-30 21:13:27,@awrinnnnn,abistu,1
25549,2,1,0,2023-06-30 21:13:27,@awrinnnnn,pas,1
25550,2,1,0,2023-06-30 21:13:27,@awrinnnnn,senen,1
25551,2,1,0,2023-06-30 21:13:27,@awrinnnnn,ngethrift,1
25552,2,1,0,2023-06-30 21:13:27,@awrinnnnn,hihi,1
25553,2,1,0,2023-06-30 21:13:27,@awrinnnnn,soal,1
25554,2,1,0,2023-06-30 21:13:27,@awrinnnnn,lebih,1
25555,2,1,0,2023-06-30 21:13:27,@awrinnnnn,mnarik,1
25556,2,1,0,2023-06-30 21:13:27,@awrinnnnn,thriftingan,1
25557,1,5,0,2023-06-30 21:12:44,@baarreeee,senin,1
25559,1,5,0,2023-06-30 21:12:44,@baarreeee,prj,1
25560,1,5,0,2023-06-30 21:12:44,@baarreeee,gas,1
25561,1,5,0,2023-06-30 21:12:44,@baarreeee,enggak,1
25562,1,5,0,2023-06-30 21:12:44,@baarreeee,iya,1
25564,1,0,0,2023-06-30 21:12:13,@sunnyoffside,lihat,1
25565,1,0,0,2023-06-30 21:12:13,@sunnyoffside,vt,1
25567,1,0,0,2023-06-30 21:12:13,@sunnyoffside,cerita,1
25568,1,0,0,2023-06-30 21:12:13,@sunnyoffside,orang,1
25571,1,0,0,2023-06-30 21:12:13,@sunnyoffside,prj,1
25572,1,0,0,2023-06-30 21:12:13,@sunnyoffside,hmm,1
25573,1,0,0,2023-06-30 21:12:13,@sunnyoffside,gadulu,1
25574,1,0,0,2023-06-30 21:12:13,@sunnyoffside,deh,1
25575,1,0,0,2023-06-30 21:12:13,@sunnyoffside,kesana,1
25576,0,0,0,2023-06-30 21:05:59,·,pengin,0
25577,0,0,0,2023-06-30 21:05:59,·,banget,0
25579,0,0,0,2023-06-30 21:05:59,·,prj,0
25581,0,0,0,2023-06-30 21:05:59,·,apadaya,0
25582,0,0,0,2023-06-30 21:05:59,·,deh,0
25583,0,0,0,2023-06-30 21:05:59,·,enggak,0
25584,0,0,0,2023-06-30 21:05:59,·,kuat,0
25585,0,0,0,2023-06-30 21:05:59,·,jalan,0
25586,0,0,0,2023-06-30 21:05:59,·,lama,0
25587,0,0,0,2023-06-30 21:05:59,·,lama,0
25588,1,0,0,2023-06-30 21:00:35,@prifcey,open,1
25589,1,0,0,2023-06-30 21:00:35,@prifcey,pinpri,1
25590,1,0,0,2023-06-30 21:00:35,@prifcey,slot,1
25591,1,0,0,2023-06-30 21:00:35,@prifcey,maks,1
25592,1,0,0,2023-06-30 21:00:35,@prifcey,japo,1
25593,1,0,0,2023-06-30 21:00:35,@prifcey,besok,1
25594,1,0,0,2023-06-30 21:00:35,@prifcey,siang,1
25596,1,0,0,2023-06-30 21:00:35,@prifcey,butuh,1
25598,1,0,0,2023-06-30 21:00:35,@prifcey,dm,1
25599,1,0,0,2023-06-30 21:00:35,@prifcey,no,1
25600,1,0,0,2023-06-30 21:00:35,@prifcey,cowok,1
25601,1,0,0,2023-06-30 21:00:35,@prifcey,no,1
25602,1,0,0,2023-06-30 21:00:35,@prifcey,akun,1
25603,1,0,0,2023-06-30 21:00:35,@prifcey,kosong,1
25604,0,1,0,2023-06-30 20:52:42,@bungaadeliash,akhir,0
25605,0,1,0,2023-06-30 20:52:42,@bungaadeliash,first,0
25606,0,1,0,2023-06-30 20:52:42,@bungaadeliash,time,0
25608,0,1,0,2023-06-30 20:52:42,@bungaadeliash,prj,0
25611,0,1,0,2023-06-30 20:52:42,@bungaadeliash,ancol,0
25612,0,0,0,2023-06-30 20:51:41,@delatt6e,buat,0
25614,0,0,0,2023-06-30 20:51:41,@delatt6e,punya,0
25615,0,0,0,2023-06-30 20:51:41,@delatt6e,pacar,0
25616,0,0,0,2023-06-30 20:51:41,@delatt6e,enggak,0
25617,0,0,0,2023-06-30 20:51:41,@delatt6e,rekomen,0
25619,0,0,0,2023-06-30 20:51:41,@delatt6e,concemusic,0
25620,0,0,0,2023-06-30 20:51:41,@delatt6e,prj,0
25621,0,0,0,2023-06-30 20:51:41,@delatt6e,mana,0
25622,0,0,0,2023-06-30 20:51:41,@delatt6e,mana,0
25623,0,0,0,2023-06-30 20:51:41,@delatt6e,orang,0
25624,0,0,0,2023-06-30 20:51:41,@delatt6e,pacar,0
25625,0,0,0,2023-06-30 20:51:41,@delatt6e,anjing,0
25626,undefined,4,0,2023-06-30 20:50:38,@discountfess,tanya,1
25627,undefined,4,0,2023-06-30 20:50:38,@discountfess,dong,1
25629,undefined,4,0,2023-06-30 20:50:38,@discountfess,promoan,1
25630,undefined,4,0,2023-06-30 20:50:38,@discountfess,tiket,1
25631,undefined,4,0,2023-06-30 20:50:38,@discountfess,prj,1
25632,undefined,4,0,2023-06-30 20:50:38,@discountfess,enggak,1
25634,undefined,4,0,2023-06-30 20:50:38,@discountfess,terima,1
25635,undefined,4,0,2023-06-30 20:50:38,@discountfess,kasih,1
25636,0,0,0,2023-06-30 20:48:26,@skydrooll,minggu,1
25638,0,0,0,2023-06-30 20:48:26,@skydrooll,coba,1
25640,0,0,0,2023-06-30 20:48:26,@skydrooll,prj,1
25641,0,0,0,2023-06-30 20:48:26,@skydrooll,lah,1
25642,0,0,0,2023-06-30 20:48:26,@skydrooll,refreshing,1
25644,0,0,0,2023-06-30 20:44:45,@intan_ntn,lumayan,1
25645,0,0,0,2023-06-30 20:44:45,@intan_ntn,lama,1
25647,0,0,0,2023-06-30 20:44:45,@intan_ntn,sini,1
25648,0,0,0,2023-06-30 20:44:45,@intan_ntn,enggak,1
25649,0,0,0,2023-06-30 20:44:45,@intan_ntn,pernah,1
25650,0,0,0,2023-06-30 20:44:45,@intan_ntn,pengin,1
25651,0,0,0,2023-06-30 20:44:45,@intan_ntn,datang,1
25653,0,0,0,2023-06-30 20:44:45,@intan_ntn,prj,1
25655,0,0,0,2023-06-30 20:44:45,@intan_ntn,kok,1
25656,0,0,0,2023-06-30 20:44:45,@intan_ntn,sekarang,1
25658,0,0,0,2023-06-30 20:44:45,@intan_ntn,mau,1
25659,0,0,0,2023-06-30 20:44:45,@intan_ntn,banget,1
25660,0,0,0,2023-06-30 20:44:45,@intan_ntn,banget,1
25661,0,0,0,2023-06-30 20:44:45,@intan_ntn,cuma,1
25662,0,0,0,2023-06-30 20:44:45,@intan_ntn,takut,1
25663,0,0,0,2023-06-30 20:44:45,@intan_ntn,pusing,1
25665,0,0,0,2023-06-30 20:44:45,@intan_ntn,lihat,1
25667,0,0,0,2023-06-30 20:44:45,@intan_ntn,ig,1
25669,0,0,0,2023-06-30 20:44:45,@intan_ntn,ramai,1
25670,0,0,0,2023-06-30 20:44:45,@intan_ntn,duoh,1
25671,0,0,0,2023-06-30 20:44:45,@intan_ntn,penasaran,1
25672,0,0,0,2023-06-30 20:44:45,@intan_ntn,pengin,1
25673,0,0,0,2023-06-30 20:44:45,@intan_ntn,kuliner,1
25674,0,0,0,2023-06-30 20:44:45,@intan_ntn,sama,1
25675,0,0,0,2023-06-30 20:44:45,@intan_ntn,lihat,1
25676,0,0,0,2023-06-30 20:44:45,@intan_ntn,tenant,1
25678,0,0,0,2023-06-30 20:44:45,@intan_ntn,super,1
25679,0,0,0,2023-06-30 20:44:45,@intan_ntn,komplit,1
25681,0,0,0,2023-06-30 20:44:45,@intan_ntn,diskon,1
25682,0,0,0,2023-06-30 20:44:45,@intan_ntn,kata,1
25683,0,0,0,2023-06-30 20:44:45,@intan_ntn,iya,1
25684,0,0,0,2023-06-30 20:43:02,@kanjengwoojin,fyp,1
25685,0,0,0,2023-06-30 20:43:02,@kanjengwoojin,ku,1
25686,0,0,0,2023-06-30 20:43:02,@kanjengwoojin,isi,1
25687,0,0,0,2023-06-30 20:43:02,@kanjengwoojin,prj,1
25688,0,0,0,2023-06-30 20:43:02,@kanjengwoojin,semua,1
25689,0,0,0,2023-06-30 20:43:02,@kanjengwoojin,mau,1
25690,0,0,0,2023-06-30 20:43:02,@kanjengwoojin,menang,1
25691,0,0,0,2023-06-30 20:43:02,@kanjengwoojin,pengin,1
25693,0,0,0,2023-06-30 20:43:02,@kanjengwoojin,prj,1
25695,0,0,0,2023-06-30 20:43:02,@kanjengwoojin,halang,1
25696,0,0,0,2023-06-30 20:43:02,@kanjengwoojin,banyak,1
25697,0,0,0,2023-06-30 20:43:02,@kanjengwoojin,banget,1
25698,0,0,0,2023-06-30 20:42:18,@cobaapahayo,tanggal,1
25700,0,0,0,2023-06-30 20:42:18,@cobaapahayo,prj,1
25701,0,0,0,2023-06-30 20:42:18,@cobaapahayo,yuk,1
25702,0,0,0,2023-06-30 20:41:19,@citra_lima,minggu,1
25703,0,0,0,2023-06-30 20:41:19,@citra_lima,kerja,1
25704,0,0,0,2023-06-30 20:41:19,@citra_lima,mampus,1
25705,0,0,0,2023-06-30 20:41:19,@citra_lima,enggak,1
25706,0,0,0,2023-06-30 20:41:19,@citra_lima,lu,1
25708,0,0,0,2023-06-30 20:41:19,@citra_lima,long,1
25709,0,0,0,2023-06-30 20:41:19,@citra_lima,weekend,1
25710,0,0,0,2023-06-30 20:41:19,@citra_lima,jaga,1
25711,0,0,0,2023-06-30 20:41:19,@citra_lima,prj,1
25712,0,1,0,2023-06-30 20:40:27,@bscenesz,ajak,1
25714,0,1,0,2023-06-30 20:40:27,@bscenesz,prj,1
25715,0,1,0,2023-06-30 20:40:27,@bscenesz,malam,1
25716,0,1,0,2023-06-30 20:40:27,@bscenesz,minggu,1
25717,0,1,0,2023-06-30 20:40:27,@bscenesz,alias,1
25718,0,1,0,2023-06-30 20:40:27,@bscenesz,besok,1
25719,0,0,0,2023-06-30 20:39:45,@jayendraff,enggak,0
25721,0,0,0,2023-06-30 20:39:45,@jayendraff,prj,0
25723,0,0,0,2023-06-30 20:39:45,@jayendraff,enggak,0
25725,0,0,0,2023-06-30 20:39:45,@jayendraff,teman,0
25727,0,0,0,2023-06-30 20:39:45,@jayendraff,ajak,0
25728,0,0,0,2023-06-30 20:39:45,@jayendraff,doang,0
25729,0,4,0,2023-06-30 20:34:27,@n0urran,informasi,1
25730,0,4,0,2023-06-30 20:34:27,@n0urran,jastip,1
25731,0,4,0,2023-06-30 20:34:27,@n0urran,prj,1
25732,0,4,0,2023-06-30 20:34:27,@n0urran,dong,1
25733,0,4,0,2023-06-30 20:34:27,@n0urran,huhuu,1
25734,0,0,0,2023-06-30 20:32:21,@bhieeae,mana,1
25735,0,0,0,2023-06-30 20:32:21,@bhieeae,besok,1
25736,0,0,0,2023-06-30 20:32:21,@bhieeae,ponakan,1
25737,0,0,0,2023-06-30 20:32:21,@bhieeae,aku,1
25738,0,0,0,2023-06-30 20:32:21,@bhieeae,ajak,1
25739,0,0,0,2023-06-30 20:32:21,@bhieeae,prj,1
25740,0,0,0,2023-06-30 20:32:21,@bhieeae,aduh,1
25741,0,0,0,2023-06-30 20:32:21,@bhieeae,bahkan,1
25742,0,0,0,2023-06-30 20:32:21,@bhieeae,sakit,1
25744,0,0,0,2023-06-30 20:32:21,@bhieeae,enggak,1
25745,0,0,0,2023-06-30 20:32:21,@bhieeae,tau,1
25746,0,0,0,2023-06-30 20:32:21,@bhieeae,deh,1
25747,0,0,0,2023-06-30 20:32:21,@bhieeae,aku,1
25748,0,0,0,2023-06-30 20:32:21,@bhieeae,ikt,1
25750,0,0,0,2023-06-30 20:32:21,@bhieeae,enggak,1
25751,0,0,0,2023-06-30 20:32:21,@bhieeae,besok,1
25752,0,0,0,2023-06-30 20:32:21,@bhieeae,lihat,1
25754,0,0,0,2023-06-30 20:32:21,@bhieeae,tktk,1
25755,0,0,0,2023-06-30 20:32:21,@bhieeae,antri,1
25756,0,0,0,2023-06-30 20:32:21,@bhieeae,nya,1
25757,0,0,0,2023-06-30 20:32:21,@bhieeae,nauzubillahh,1
25758,0,0,0,2023-06-30 20:32:21,@bhieeae,kan,1
25759,0,0,0,2023-06-30 20:32:21,@bhieeae,jadi,1
25760,0,0,0,2023-06-30 20:32:21,@bhieeae,malas,1
25761,0,0,0,2023-06-30 20:32:21,@bhieeae,duluan,1
25762,0,0,0,2023-06-30 20:32:21,@bhieeae,wkwk,1
25763,0,4,0,2023-06-30 20:29:06,·,informasi,1
25764,0,4,0,2023-06-30 20:29:06,·,jastip,1
25765,0,4,0,2023-06-30 20:29:06,·,prj,1
25769,0,4,0,2023-06-30 20:29:06,·,palembang,1
25770,0,4,0,2023-06-30 20:29:06,·,dong,1
25772,0,0,1,2023-06-30 20:27:51,@srchwinter,pikir,0
25773,0,0,1,2023-06-30 20:27:51,@srchwinter,cik,0
25774,0,0,1,2023-06-30 20:27:51,@srchwinter,prj,0
25775,0,1,0,2023-06-30 20:22:00,@eunsonc,yeay,1
25776,0,1,0,2023-06-30 20:22:00,@eunsonc,besok,1
25778,0,1,0,2023-06-30 20:22:00,@eunsonc,prj,1
25780,0,1,0,2023-06-30 20:22:00,@eunsonc,buka,1
25781,0,1,0,2023-06-30 20:22:00,@eunsonc,jastip,1
25782,0,0,0,2023-06-30 20:19:57,@reysoft,prj,1
25783,0,0,0,2023-06-30 20:19:57,@reysoft,orgill,1
25785,0,0,0,2023-06-30 20:19:57,@reysoft,siang,1
25786,0,0,0,2023-06-30 20:19:57,@reysoft,aku,1
25787,0,0,0,2023-06-30 20:19:57,@reysoft,enggak,1
25788,0,0,0,2023-06-30 20:19:57,@reysoft,selesai,1
25790,1,0,0,2023-06-30 20:15:46,@hakiimsybn,pas,1
25792,1,0,0,2023-06-30 20:15:46,@hakiimsybn,prj,1
25793,1,0,0,2023-06-30 20:15:46,@hakiimsybn,maliq,1
25794,1,0,0,2023-06-30 20:15:46,@hakiimsybn,konser,1
25795,1,0,0,2023-06-30 20:15:46,@hakiimsybn,terus,1
25796,1,0,0,2023-06-30 20:15:46,@hakiimsybn,gue,1
25798,1,0,0,2023-06-30 20:15:46,@hakiimsybn,terima,1
25800,1,0,0,2023-06-30 20:15:46,@hakiimsybn,sama,1
25802,1,0,0,2023-06-30 20:15:46,@hakiimsybn,gue,1
25803,1,0,0,2023-06-30 20:15:46,@hakiimsybn,mau,1
25804,1,0,0,2023-06-30 20:15:46,@hakiimsybn,ikut,1
25806,1,0,0,2023-06-30 20:15:46,@hakiimsybn,apa,1
25807,1,0,0,2023-06-30 20:15:46,@hakiimsybn,daya,1
25808,1,0,0,2023-06-30 20:15:46,@hakiimsybn,zonasi,1
25810,1,0,0,2023-06-30 20:15:46,@hakiimsybn,enggak,1
25811,1,0,0,2023-06-30 20:15:46,@hakiimsybn,terima,1
25812,0,0,0,2023-06-30 20:12:20,@kareeyum,wei,1
25813,0,0,0,2023-06-30 20:12:20,@kareeyum,nicsap,1
25814,0,0,0,2023-06-30 20:12:20,@kareeyum,benar,1
